source_file,page,section,sentence,options_count,detected_question_number,detected_answer_letter,reason
38. Destination B1.choose-correct-answer.json,228,Choose the correct answer,Neither Alec .......................... Rob came to school today. Bwas made to D has made Band D either,2,,,ANSWER_KEY_NOT_MATCHED
38. Destination B1.choose-correct-answer.json,228,Choose the correct answer,".......................... Mum had a cold, she still went to 40 You can't make a snowman .......................... work. BIn spite D Although Bwhile D after",2,40,,ANSWER_KEY_NOT_MATCHED
38. Destination B1.choose-correct-answer.json,228,Choose the correct answer,I'll do my homework as soon asI ...................... ... home.,3,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,46,E Choose the correct answer,"c,1�� A from B in",4,1,D,SUSPICIOUS_QUESTION_TEXT
38. Destination B2.choose-correct-answer.json,46,E Choose the correct answer,"The issue .......... question is more complex than you think. i,,t;((l·i-..",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,46,E Choose the correct answer,"10 r:r�� ,�-",4,10,,SUSPICIOUS_QUESTION_TEXT|ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,49,E Choose the correct answer,They were........... out free tickets to the concert to everyone in the shopping centre.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,49,E Choose the correct answer,D bringing 37 Why did you have to bring that subject ........... at dinner? B holding,4,37,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,57,A Choose the correct answer,it's like to be famous. C pleased D excited,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,57,A Choose the correct answer,problem. Police were called in when the ........... of people began to get violent.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,58,F Choose the correct answer,independent ...........the government. Most people seem to agree ............ the newspapers' criticism of the government.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,58,F Choose the correct answer,B with Do you think they should ban people . ........ smoking in public places?,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,61,Choose the correct answer,"D If I .......... the lottery, I'd give some of the money to each member of my family.",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,61,Choose the correct answer,"Francis?' 'If you had been there, you ............ the same.'",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,61,Choose the correct answer,"If you see Nina on Friday, .......... her to give me a ring.",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,61,Choose the correct answer,"If I'd known you were coming, I . ........ a cake.",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,61,Choose the correct answer,Remind Tony about the party ............ he's forgotten.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,61,Choose the correct answer,'Did you have a message for Dan?' 'Tell him I'll call him on Friday if you . .........him.',4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,61,E Choose the correct answer,Ivan tells me he really .......... himself at your barbecue last week.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,61,E Choose the correct answer,congregation,2,,,OPTION_COUNT_LOWER_THAN_PAGE_SECTION|ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,67,I Choose the correct answer,My mum was ...........angry that I knew I'd better disappear for a while. 1 6,4,1,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,67,I Choose the correct answer,Emma and Karen used to be ............ good friends that I'm surprised they don't get on now.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,73,Choose the correct answer,began to get slightly nervous. A enough dark 28 32,4,28,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,73,E Choose the correct answer,"He said it was an accident, but I know he did it on ............ . 39 35",4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,82,E Choose the correct answer,Let me........... you a nice warm bath and you'll feel a lot better.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,82,E Choose the correct answer,"When the snake bit Mike in the forest, he knew he was .......... serious danger.",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,82,E Choose the correct answer,Being .......... an injection wasn't as painful as I thought it was going to be.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,82,E Choose the correct answer,"Hello? Yes, I'd like to ........... an appointment for tomorrow with Dr Fletcher, please.",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,82,E Choose the correct answer,"My grandfather's over 95 and is ........... pretty poor health these days. I was told to ........... the medicine three times a day, before meals. 6 I like to .......... fit by going to the gym at least twice a week. 7",4,6,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,82,E Choose the correct answer,Eat your vegetables.They'll ............ you good.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,82,E Choose the correct answer,The keyto losing weight is to ........... more exercise. You should try to .......... an alternative to all those sugary snacks you eat. 10,4,10,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,82,E Choose the correct answer,I'm going to make a real effort to get ........... shape for the summer.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,82,E Choose the correct answer,Try spreading something low fat ........... your bread instead of butter.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,D Choose the correct answer,I...........have joined a gym but in the end I decided to exercise at home.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,D Choose the correct answer,'I've been feeling under the weather recently.' 'You .......... more exercise.',4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,D Choose the correct answer,"you up.' You .......... have huge muscles to look good, you know!",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,D Choose the correct answer,T hat .......... be Ted at the door. He's in bed with chicken pox.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,D Choose the correct answer,You must .......... thrilled when the doctor said it wasn't serious.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,D Choose the correct answer,B must C have to 28 32,4,28,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,D Choose the correct answer,.......... write with your left hand when you broke your arm?,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,E Choose the correct answer,"Diana looks terribly ............You don't think she's ill, do you? 35 39",4,35,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,E Choose the correct answer,My feet are ............I guess my new shoes are a bit tight. A put down C feel up to,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,85,E Choose the correct answer,"fantastic! I was shocked when I crashed the car, but at least I wasn't ............ .",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,86,B Choose the correct answer,"Grace thinks she's very ..........., but I don't think many people like her, really. 16 19",4,16,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,86,B Choose the correct answer,"If our flight is delayed, will we ............ our connection in Los Angeles? 18 21",4,18,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,87,Choose the correct answer,I think the discussion has gone on ........... and we should make a decision.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,87,Choose the correct answer,"'Did you call John?' 'No, because I .......... go out. I'll try him later today.' There ..........be a lot more open space around here before they built the new underground station. 43 If you hadn't lost the pieces, we ........... a game of chess. 44 91",4,43,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,94,F Choose the correct answer,We ......... a swimming pool put in this week.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,94,F Choose the correct answer,D deliver 2 7 You should .......... a professional to check your house for earthquake damage.,4,2,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,94,F Choose the correct answer,Kelly wanted to have a live band ............ at her wedding.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,94,F Choose the correct answer,Can we .......... this summer?,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,94,F Choose the correct answer,We .......... while we were on holiday.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,94,F Choose the correct answer,D be looking My teeth were a little yellow so I ............ by the dentist.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,94,F Choose the correct answer,shaved to his head My sister.......... her ear pierced last weekend.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,101,E Choose the correct answer,"the freezer, I think. I'll ........... the washing-up tonight! 35 39 A make C do",4,35,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,110,E Choose the correct answer,"If you need to ........... the teacher's attention,just put your hand up. Make sure you ........... your homework before you go out. 2",4,2,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,110,E Choose the correct answer,Could 1 ......... a suggestion? Why not have piano lessons? I really don't ........... the point of taking the exam when you're not ready for it. 4,4,4,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,110,E Choose the correct answer,I'll meet you at the school gates during the lunch ............ .,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,110,E Choose the correct answer,"Do you think you could pass that book ........... to me, please?",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,110,E Choose the correct answer,Mrs Dawson said that we are .......... our lesson in the library next Monday.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,110,E Choose the correct answer,"If the examiner can't ........... sense of your writing, you'll get a low mark. I hadn't studied, so when the teacher asked me I had ........... idea. 14 114",4,14,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,113,Choose the correct answer,D from watching A watch B to watch,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,113,E Choose the correct answer,because he hadn't ............ . A pupil B student,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,113,E Choose the correct answer,C set out D give in 39 Who .......... you how to cook so well?,4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,113,E Choose the correct answer,"Oh, no! We've got a double maths ............ next!",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,116,A Choose the correct answer,"D are theyDid Dorothy ......... you about the meeting on Friday? . ......... pass me the salt, please? 8",4,8,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,125,D Choose the correct answer,"No one seems to care about the environment, ...........?",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,125,D Choose the correct answer,"about insects? There isn't much point in trying to save electricity, .......... ?",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,125,D Choose the correct answer,"Don't drop your sweet wrapper on the floor, .......... ?",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,125,D Choose the correct answer,"'I went to the exhibition at the natural history museum.' 'Oh, yes? What .......... there?'",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,125,D Choose the correct answer,32 29 33,4,32,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,125,D Choose the correct answer,"D leave Let's walk to the shops instead of taking the car, .......... ?",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,125,E Choose the correct answer,B business C working D employerDo you know what CFC ............ ? 36,4,36,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,125,E Choose the correct answer,"As towns grow, they tend to destroy the surrounding ........... areas.",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,125,E Choose the correct answer,Dinosaurs have been ........... for millions of years.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,137,D Choose the correct answer,D to me to give Bill asked me why........... to go shopping with me.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,137,D Choose the correct answer,Ellie asked Stan ........... to look at the new catalogue.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,137,D Choose the correct answer,Stephen .......... me he'd bought that suit in a sale.,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,137,D Choose the correct answer,"challenged him?' 'He said he ........... pay for the things in his bag, but I didn't believe him!'",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,137,D Choose the correct answer,"When I last saw Carrie, she told me she .......... of buying a house, but now she's changed her mind.",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination B2.choose-correct-answer.json,137,E Choose the correct answer,I didn't find a new top but at .......... I got some new jeans. A name mark:,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,22,E Choose the correct answer,"time ......................... . 40 Looking at your CV, I........................you used to live in Australia.",4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,22,E Choose the correct answer,"Is it really the first time........................ first class? 41 I ....................... it's going to snow tonight, don't you? C reckon D ponder",4,41,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,38,E Choose the correct answer,"computer, because you might get a virus. A back B copy",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,38,E Choose the correct answer,"C store D save 36 Just as you arrived, I .................... ready to go out. 40 The Minister was accused of ..................... the truth.",4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,38,E Choose the correct answer,"on the way we work. 41 That new painting looks a bit out of .......... ..... ........ in our living room, don't you think?",4,41,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,54,E Choose the correct answer,"At the end of the month, Sarah ................... in government for exactly 40 years. 39 Toby's extremely ................... ; he turns up every day at nine o'clock on the dot.",4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,54,E Choose the correct answer,We'd just been informed that Nick ...... ..... ............ the new Managing Director. 40 Have you considere. d applying for a job with the 36 . .................. service.7,4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,54,E Choose the correct answer,"41 Too many people work in the public .................... in this country, in my opinion.",4,41,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,54,E Choose the correct answer,out of it. A wouldn't B can't,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,70,E Choose the correct answer,arm if it's hurting you? 39 The company is expected........................ a healthy profit this year.,4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,70,E Choose the correct answer,...................... fare to Berlin is? 40 Maria was just walking along the road when someone on a motorbike .................... her handbag.,4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,70,E Choose the correct answer,C the report finished D have the report finished,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,70,E Choose the correct answer,over her eyes. 42 The new Arts Centre seems to have been ...................... construction for quite some time.,4,42,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,86,E Choose the correct answer,released yesterday. 39 .......................stand up when the teacher entered the room at your school?,4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,86,E Choose the correct answer,B can go C can have gone D could have gone,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,86,E Choose the correct answer,B may C would D will,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,86,E Choose the correct answer,C needed not to get D hadn't to get (1 mark per answer),4,1,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,91,H Choose the correct answer,"If you saw another student cheating in an exam, . .................. somebody? C haven't been D wouldn't be",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,91,H Choose the correct answer,might not have missed the coach? C provided D supposing,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,91,H Choose the correct answer,"Were ................... my dad, I would never have started playing tennis in the first place. 8 Unless Ray .................. here soon, I'm going to leave because I'm getting bored.",4,8,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,91,H Choose the correct answer,were asking after him. 9 What if I ................... you that there's a good chance I can get tickets for the concert?,4,9,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,102,E Choose the correct answer,"number of problems for the company. 39 We're saving for our holiday, so we're ......................... back on luxuries this month.",4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,102,E Choose the correct answer,"missed the plane. 40 It would have been a great journey, ......................... we not got lost along the way.",4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,102,E Choose the correct answer,I drew the short .................. so I had to do it. A straw B stick,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,102,E Choose the correct answer,Ian Mills won the election .................... all the odds. 42 Scientists are predicting that the volcano might erupt so people have been .................... from the area.,4,42,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,122,E Choose the correct answer,responsibilities as a parent. 39 Joan definitely wishes she ........................ to do all the housework.,4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,122,E Choose the correct answer,"but I suppose it's too late to change things now. 40 . ..................... any heavier, we'd never have made it on time.",4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,122,E Choose the correct answer,C Should the traffic be D Be the traffic 37 Do you wish ....................... a formal complaint? 41 I'd never kill an animal unless it ........................ me first.,4,41,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,122,E Choose the correct answer,"granted nowadays. 42 Imagine the Internet ....................... created. Our lives would be so different, don't you think?",4,42,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,122,E Choose the correct answer,(I mark per answer) Total mark: ......... /50,4,50,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,138,E Choose the correct answer,.......................area in the south of India. 35 It was .......................from the most comfortable flight I've ever been on.,4,35,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,138,E Choose the correct answer,very cheap. 40 The couple were finally ........................ by the landlord after not paying rent for six months.,4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,138,E Choose the correct answer,last winter. 41 It was getting........................ dark so we decided to head for home.,4,41,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,138,E Choose the correct answer,the exercises. 42 You'll have to ....................... your jacket quite hard to get the grass stain off it.,4,42,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,138,E Choose the correct answer,(1 mark per answer) Total mark:.......... /50,4,1,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,154,E Choose the correct answer,haven't got any spare money at the moment. C Much as D Try as,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,154,E Choose the correct answer,"a cafe? 36 ...................... they get the letter tomorrow, you still won't get a reply before the weekend.",4,36,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,154,E Choose the correct answer,views are more left-wing than mine! C whose D for whom,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,154,E Choose the correct answer,"occasional calls for its withdrawal. 42 This government would destroy all our civil liberties, . ..................... half a chance.",4,42,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,154,E Choose the correct answer,(1 mark per answer) Total mark:........ /50,4,1,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,170,E Choose the correct answer,"the government's proposed scheme. 39 If the service isn't up to standard, I think you have . ................... right to complain.",4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,170,E Choose the correct answer,..................... do many other British towns. 40 Jim's a tough character and certainly won't let anyone push him ......................... .,4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,170,E Choose the correct answer,lets her boyfriend get away with it. A advocated B undermined,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,170,E Choose the correct answer,D crack A hit B force,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,186,E Choose the correct answer,dust and says it's filthy! 39 It's one of the worst books I've ever read. Its only redeeming......................is that it's quite short!,4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,186,E Choose the correct answer,"worth quite a lot of money. 38 Only....................... people have joined the website so far, but we're hoping membership will increase over the next couple of months.",4,38,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,186,E Choose the correct answer,(1 mark per answer) Total mark: .......... /50,4,1,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,202,E Choose the correct answer,"said earlier. 39 After the investigation, the accident was put down to human ......................... .",4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,202,E Choose the correct answer,parents and teenagers is getting wider? C to check D to checking,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,202,E Choose the correct answer,"a family is often the funniest. 41 Everyone started to ...................... around the old woman on the floor, but no one offered her any help.",4,41,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,202,E Choose the correct answer,C to be D to being (1 mark per answer),4,1,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,218,E Choose the correct answer,............................ in the evenings. 39 Was it always an .............................. of yours to play for France?,4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,218,E Choose the correct answer,C anticipation D aspiration 36 How dare you accuse me .................................... 40 Jon asked Todd if .............................. arrested!,4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,218,E Choose the correct answer,"the spice of life! 41 The play wasn't very good but it wasn't very bad either .............................. , I'd say.",4,41,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,218,E Choose the correct answer,to answer D 12 times his answering,4,12,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,221,E Choose the correct answer,they're too small for me now. 46 There's no way the police will be able to ............................. this law.,4,46,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,221,E Choose the correct answer,D reign 42 Would you like to arrange to pay by direct 47 The union is seriously considering taking industrial .................................... . 7,4,7,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,221,E Choose the correct answer,Has Britain's influence in the world ............................. since the Second World War?,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,221,E Choose the correct answer,force them down. A gloated B grinned,4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,267,E Choose the correct answer,Aid agencies are still .................... the situation. 39 That's the last time .................... here.,4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,267,E Choose the correct answer,C I ever came D I'd ever come 36 We still .................... to the idea. 40 How many flats.................... at so far?,4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,267,E Choose the correct answer,................... quo. 41 Relations between the two islands have . .................. further recently.,4,41,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,267,E Choose the correct answer,"isn't he? 42 When we landed, .................... on the plane for 18 hours!",4,42,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,271,E Choose the correct answer,won't you? 39 There's so much technical ....................in this manual that I can't really understand it.,4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,271,E Choose the correct answer,"get it on video, I suppose. 40 That ................... the day we went to Margate because it was raining that day, not sunny.",4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,271,E Choose the correct answer,courage to enter the talent show. 41 Water is a very .................... resource in the desert.,4,41,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,271,E Choose the correct answer,"D scarce 38 Had the electrician not come in time, we would ................... last night's party by candlelight. 42 Why do I always ................... the short straw?",4,42,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,275,E Choose the correct answer,"..........and bear it, won't I? C Too D Very",4,,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,275,E Choose the correct answer,my drawings? 42 I hope the government reduces the amount of . .......... tape required to start a new company.,4,42,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,277,E Choose the correct answer,................... of birds passed overhead. 39 My relationship with Isaac is one of ... .................... respect.,4,39,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,277,E Choose the correct answer,price didn't include delivery. 40 A sudden ................... of wind blew the letter out of my hand.,4,40,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,277,E Choose the correct answer,B a year 7 at the school D the year 7 at the school 42 My old home was a sight for ................... eyes after I'd been away for so long.,4,7,,ANSWER_KEY_NOT_MATCHED
38. Destination C1-C2.choose-correct-answer.json,277,E Choose the correct answer,What kind of world do you want to leave behind for your ................... ?,4,,,ANSWER_KEY_NOT_MATCHED
